Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-EW-A1P7-01A-21R-A144-07	0.101406833	0.119896519	0.069584898	0.160365998	0.255981447	0.001728672	0.037996036	0.019873398	0.006052058	0	0	0	0.106378812	0.050429834	0.040342577	0.003091145	0.0100221	0.016849673	0	0	0
TCGA-LL-A5YO-01A-21R-A28M-07	0.116266279	0	0.032613033	0.158315767	0.106342954	0.047109603	0.068510182	0.057522397	0.010289838	0	0.014796581	0	0.169100995	0.082447755	0.060029112	0.021896922	0	0.054758584	0	0	0
TCGA-BH-A1FN-01A-11R-A13Q-07	0.05148047	0	0.008645283	0.003234522	0.085890681	0.011217319	0.085082989	0.002283347	0	0.019611289	0	0	0.514721557	0.087670003	0.100827212	0	0	0.013493288	0	0	0.01584204
TCGA-A7-A3RF-01A-11R-A22K-07	0.00913934	0	0.007406546	0.091710784	0.065331054	0	0.014078955	0.057146729	0	0	0.012051523	0	0.3238311	0.031114067	0.202351867	0	0	0.185838035	0	0	0
TCGA-E9-A1NG-01A-21R-A14M-07	0.022837535	0	0	0.025361168	0.144483973	0	0.004302451	0.016053097	0	0	0.015633769	0.029991658	0.176162039	0.025522317	0.36703952	0.059386282	0.001047677	0.101580457	0	0	0.010598059
TCGA-D8-A1XB-01A-11R-A14D-07	0.077356631	0	0.036767691	0.02207274	0.171574414	0	0.041237557	0.021505157	0	0	0.015232936	0	0.125496771	0.052616606	0.199162207	0.018988335	0	0.217988955	0	0	0
TCGA-A2-A0CX-01A-21R-A00Z-07	0.037055853	0	0.00664556	0.063267844	0.218170743	0.00640342	0.005235204	0.034242823	0.004593225	0	0.022713961	0	0.248922828	0.08984911	0.168515775	0.000733775	0	0.093649879	0	0	0
TCGA-A8-A07F-01A-11R-A00Z-07	0.026743993	0	0.00403571	0.107615918	0.219978385	0	0.02360232	0.030446303	0	0	0.037767517	0	0.147396063	0.06267789	0.160647805	0.032143892	0	0.146944203	0	0	0
TCGA-AR-A5QQ-01A-11R-A28M-07	0.074348707	0	0.094900682	0.130322899	0.151823931	0.060567796	0	0.013317516	0	0	0.022135336	0	0.1473318	0.091019754	0.128696489	0.045540597	0	0.028429531	0	0	0.011564962
TCGA-A2-A3XT-01A-11R-A22U-07	0.047817804	0	0.014011891	0	0.124161304	0.024867234	0.021917931	0.019334444	0.027857489	0	0	0	0.501241955	0.100977586	0.064155992	0.021169394	0	0.032486974	0	0	0
TCGA-OL-A5RY-01A-21R-A28M-07	0.17219213	0	0.100580089	0.135581221	0.138995087	0.034105577	0.052577417	0.006832042	0.005604476	0	0.016868854	0.001180636	0.047209467	0.071782912	0.120222268	0.049457251	0	0.046810571	0	0	0
TCGA-A7-A26I-01B-06R-A22O-07	0.029184216	0	0.003045855	0	0.138151979	0	0.009231628	0.023372542	0	0.00624215	0.021828634	0	0.401860563	0.002935147	0.300580593	0	0	0.063566693	0	0	0
TCGA-LL-A50Y-01A-11R-A266-07	0.009141215	0.04815554	0.03838758	0.116989411	0.117632339	0	0.030770892	0.028300768	0	0	0.019393061	0.014128911	0.160229363	0.035628073	0.125636392	0.151533411	0	0.102975588	0	0	0.001097455
TCGA-C8-A1HO-01A-11R-A13Q-07	0.033341071	0	0.04923196	0.076285414	0.21199812	0	0.055918123	0	0	0	0.025174095	0	0.204087679	0.103893396	0.165012969	0	0	0.075057175	0	0	0
TCGA-AR-A24L-01A-11R-A169-07	0.119983047	0	0.049802712	0.066940562	0.100910701	0.010311881	0.019522732	0.01492177	0	0	0.000925632	0	0.265659192	0.051614729	0.201198538	0.006108421	0	0.089679262	0	0	0.002420821
TCGA-AN-A0FX-01A-11R-A034-07	0.121323149	0	0.000496587	0.078066355	0.223092979	0	0.059677998	0	0	0	0	0	0.277875368	0.106409984	0.081481684	0	0	0.051575897	0	0	0
TCGA-A7-A13H-01A-11R-A22K-07	0.089436989	0	0.031669902	0.073967362	0.122085307	0.009860119	0.027810062	0.037143425	0.008884925	0	0	0	0.358302392	0.081457959	0.062289369	0.012717705	0	0.084374484	0	0	0
TCGA-A8-A06N-01A-11R-A00Z-07	0	0	0.023395711	0.048116504	0.228483449	0	0.048302354	0.002058169	0	0	0.048194694	0.006269582	0.086139992	0.052115485	0.336491823	0	0	0.120432235	0	0	0
TCGA-E2-A150-01A-11R-A12D-07	0.015153658	0.001067223	0	0	0.211650992	0.010283077	0.036267401	0.062524514	0.005975045	0.042889313	0	0	0.349364421	0.157932927	0.063017183	0.027358581	0	0.016515665	0	0	0
TCGA-AC-A23H-01A-11R-A157-07	0.094074814	0	0.011673215	0	0.082392297	0	0.020322264	0.064251653	0	0.004970244	0	0	0.507850745	0.067835286	0.101364629	0	0	0.045264853	0	0	0
TCGA-A7-A0DC-01B-04R-A22O-07	0	0	0.01112594	0.006642465	0.327711915	0	0	0	0	0.030472556	0	0	0.118737649	0.004768139	0.214925991	0	0	0.285615344	0	0	0
TCGA-BH-A0BA-01A-11R-A056-07	0.193824839	0	0.184995363	0.100013366	0.232456183	0	0.010877812	0	0	0	0.033692096	0.007446902	0.011504619	0.048218706	0.051805118	0.034535726	0	0.090629271	0	0	0
TCGA-EW-A1PB-01A-11R-A144-07	0.023522032	0	0.002204747	0.14332953	0.093838343	0.053141133	0.067570516	0	0	0	0.018169764	0	0.067091402	0.26905618	0.189305786	0.006051273	0	0.05550937	0	0	0.011209925
TCGA-A2-A4S2-01A-12R-A266-07	0.053188306	0	0.001609174	0.191583015	0.108416682	0.015708471	0.011528864	0.082014754	0	0.006352929	0	0	0.257757196	0.087254311	0.156303594	0	0	0.028282705	0	0	0
TCGA-A7-A0CE-01A-11R-A00Z-07	0.108421427	0	0.012125746	0.135116695	0.018083016	0.021734602	0.080024633	0.026167413	0	0	0.012942948	0	0.322097625	0.14319248	0.077677662	0	0	0.041004773	0	0	0.001410979
TCGA-A8-A091-01A-11R-A00Z-07	0.102865338	0	0.003226958	0.131887459	0.153272793	0	0	0.003293854	0	0	0.00577404	0	0.17317852	0.058627771	0.238699866	0	0	0.129173402	0	0	0
TCGA-A2-A0EV-01A-11R-A034-07	0.052475453	0	0.010276978	0.094211521	0.128770937	0.022995567	0.023912575	0.028800694	0	0.014289294	0	0	0.323389044	0.090616464	0.157131745	0.005374041	0	0.047755687	0	0	0
TCGA-UL-AAZ6-01A-11R-A41B-07	0	0.032522059	0	0.015282519	0.171066577	0	0.024556091	0.052236498	0	0.004337842	0.010315464	0	0.330851575	0.028205735	0.244965202	0.002660106	0	0.083000334	0	0	0
TCGA-AR-A0TW-01A-11R-A084-07	0.039031574	0	0.039561389	0.280011205	0.088408047	0.146612622	0.025827558	0	0.001113373	0	0.007691373	0	0.035924284	0.077031109	0.143817075	0.015877549	0.000705531	0.092104754	0	0	0.006282559
TCGA-E2-A576-01A-11R-A31O-07	0.068162318	0	0.160243083	0.108601926	0.122390816	0	0.067978813	0.038062168	0	0	0.054626454	0.003575239	0.057659194	0.066675814	0.069129806	0.005319871	0.002422651	0.175151847	0	0	0
TCGA-A8-A07S-01A-11R-A034-07	0.012974998	0	0.004605806	0.018677913	0.140960311	0	0.048155378	0.026731747	0	0	0.017106025	0	0.271030021	0.048662354	0.30422372	0.005182669	0	0.093462706	0	0	0.008226354
TCGA-C8-A12P-01A-11R-A115-07	0.069335819	0	0.040969027	0.077010201	0.180929659	0	0.030563505	0.037401884	0	0	0.012283477	0.004011588	0.183203335	0.086184739	0.203383764	1.27E-05	0.013351714	0.061358584	0	0	0
TCGA-EW-A1PF-01A-11R-A144-07	0.103982933	0	0.027496114	0.100705995	0.158762927	0.008462825	0.014998058	0.027319117	0	0	0	0.002557763	0.233633464	0.12905171	0.128878062	0.008683441	0	0.055467591	0	0	0
TCGA-AN-A0XN-01A-21R-A109-07	0	0.012668685	0	0.011617814	0.165225659	0.006264766	0.034649463	0.025699085	0.013649625	0	0.006849233	0	0.487451764	0.024016518	0.211518975	0	0	0	0	0	0.000388412
TCGA-E9-A1R5-01A-11R-A14M-07	0.023782179	0	0.006420636	0.024750386	0.207115044	0	0.028575896	0.020622527	0.007020752	0.004086338	0	0	0.294101906	0.099982488	0.15733007	0.017259349	0	0.10258618	0	0	0.006366249
TCGA-LL-A5YL-01A-12R-A29R-07	0.073570882	0	0.044881731	0.136238114	0.160509868	0	0.01765588	0.021145856	0.004508851	0	0.07572521	0.038804731	0.034456244	0.050998524	0.162624808	0.04139858	0.031493145	0.098900525	0	0	0.00708705
TCGA-AR-A2LL-01A-11R-A180-07	0.105857857	0	0.038385028	0.055925525	0.080965389	0.001504987	0.014807647	0.019855474	0	0	0.025136881	0.009188617	0.267059745	0.039331211	0.163095655	0.062531311	0	0.116354671	0	0	0
TCGA-AO-A1KQ-01A-11R-A13Q-07	0.100284729	0	0.039424415	0.220926494	0.16440313	0.023934901	0.058362698	0.019842486	0.023126782	0	0	0.002237205	0.137644935	0.091230488	0.083754051	0.006145568	0	0.028682118	0	0	0
TCGA-BH-A0DI-01A-21R-A12P-07	0.069346941	0	0.002646814	0.07911879	0.131190705	0.01411169	0.025126798	0.017229007	0.018018915	0	0.016876894	0	0.29497178	0.120005188	0.116045615	0.01489429	0	0.080416573	0	0	0
TCGA-D8-A1X8-01A-11R-A14M-07	0.055306652	0	0.012559757	0.080481867	0.249062253	0	0.010157098	0.007024363	0.01308686	0	0	0.099304193	0	0.080748672	0.186764961	0.063655531	0	0.140255141	0	0	0.001592651
TCGA-A2-A0D0-01A-11R-A00Z-07	0.06355513	0	0.003640846	0.165244589	0.181116015	0.060833009	0.062595103	0.014240803	0.001760843	0	0.018679281	0	0.209325957	0.074284013	0.096149953	0.046360316	0	0	0	0	0.002214143
TCGA-E9-A54X-01A-11R-A266-07	0	0.011372365	0.003924373	0.028647982	0	0	0.122025	0.001170619	0	0	0.058997168	0	0.38187794	0.032174673	0.325486023	0	0	0.016908736	0	0	0.017415122
TCGA-A7-A0DB-01A-11R-A277-07	0.001454613	0.004413224	0.002107254	0	0.181584481	0	0.006584466	0.00306651	0	0.017798968	0.016257332	0	0.512856572	0.010513612	0.103327975	0.022586343	0	0.117448649	0	0	0
TCGA-C8-A26W-01A-11R-A16F-07	0.084896934	0	0.007753923	0.212664774	0.215078457	0.010035757	0.077763411	0.013303208	0.001918035	0	0	0.00100616	0.032894863	0.144622312	0.151043797	0.000384955	0	0.045620186	0	0	0.001013227
TCGA-E2-A1IN-01A-11R-A13Q-07	0.00650936	0.004520424	0	0.038882735	0.219283781	0	0	0.009831429	0	0	0.019592809	0.015322378	0.077454012	0.044487962	0.263437819	0	0	0.300677289	0	0	0
TCGA-GM-A2DK-01A-21R-A180-07	0.060456971	0	0.007557395	0.094892152	0.098327217	0	0.025709804	0.007739805	0.01413153	0	0.01182168	0	0.352160624	0.053209615	0.206997366	0.00361091	0	0.06338493	0	0	0
TCGA-E2-A15A-06A-11R-A12D-07	0.069555212	0.10929804	0	0.175615736	0.247068368	0.031768364	0.062501941	0.029522808	0	0	0	0.010769056	0.027051761	0.079983874	0.091352554	0.045166719	0	0.020345566	0	0	0
TCGA-EW-A3U0-01A-11R-A22K-07	0.095997629	0	0	0.151476502	0.17952028	0.058896764	0.054169219	0.033234679	0.005058786	0	0.034999126	0.001692629	0.142234048	0.096003137	0.074088249	0.016270945	0	0.056358005	0	0	0
TCGA-PE-A5DD-01A-12R-A27Q-07	0.069846923	0	0.008229024	0.246819438	0.27341856	0	0.04054593	0.014462946	0	0	0.019719145	0.018286163	0.066706186	0.086494914	0.031430522	0.008172208	0	0.115654716	0	0	0.000213325
TCGA-BH-A0BC-01A-22R-A084-07	0.042888785	0	0	0.075931683	0.111913341	0.003381082	0.024152977	0.066791926	0	0.026519717	0	0	0.333092054	0.139230178	0.102573406	0.01340712	0	0.059336221	0	0	0.000781512
TCGA-AR-A0U3-01A-11R-A109-07	0.077073658	0	0.003008449	0.097817037	0.0916363	0.033020031	0.012399189	0.037279951	0	0	0	0	0.368760648	0.119899458	0.083029687	0.021816601	0	0.054258992	0	0	0
TCGA-D8-A27F-01A-11R-A16F-07	0.115144567	0	0.020118496	0.01136425	0.107295046	0.011870863	0	0	0	0	0.003110284	0.003605588	0.535819202	0.038899674	0.106432411	0	0	0.046339618	0	0	0
TCGA-BH-A0EB-01A-11R-A034-07	0.018758251	0	0.039326283	0.080291616	0.225437053	0.010972839	0.037224926	0.036828506	0.006882596	0	0	0.080791343	0.045659002	0.057753178	0.174658282	0.114553885	0	0.069886639	0	0	0.0009756
TCGA-A8-A08O-01A-21R-A056-07	0.293676297	0	0.051119302	0.085276053	0.178566224	0	0	0.011464824	0	0	0.030394481	0.022882175	0.103925312	0.042003554	0.07400594	0	0	0.106685839	0	0	0
TCGA-BH-A0HB-01A-11R-A056-07	0.04447924	0	0.002832581	0.158613599	0.226306522	0.018002901	0.019540215	0.046238744	0.009793151	0	0	0.012348042	0.163953587	0.068341341	0.144958993	0.036741574	0.000636396	0.047213113	0	0	0
TCGA-BH-A1FB-01A-11R-A13Q-07	0.113946469	0	0.002259558	0.138762599	0.221783627	0.044507194	0.06843326	0.0168998	0.007062502	0	0	0.00217175	0.038149547	0.07947752	0.103967124	0.067618075	0	0.093505704	0	0	0.001455272
TCGA-EW-A6S9-01A-22R-A33J-07	0.122899963	0	0.083199562	0.062001166	0.070406813	0.004985564	0.020570414	0.042983696	0	0	0	0.009536297	0.341600746	0.041699246	0.089762074	0	0.000394329	0.109960129	0	0	0
TCGA-D8-A1JM-01A-11R-A13Q-07	0.00797593	0	0.002317006	0.240834424	0.267998538	0.09276065	0.060176497	0.023994326	0	0	0.008516161	0	0.068605583	0.120384403	0.049314599	0	0.014094127	0.043027755	0	0	0
TCGA-E9-A1R0-01A-22R-A16F-07	0.040618486	0.026522185	0.025028748	0.143501927	0.139996411	0	0.056222317	0.027189243	0.014406489	0	0.030112764	0.000738316	0.163933306	0.03218618	0.130751794	0.032375757	0.013065754	0.123350324	0	0	0
TCGA-BH-A0HN-01A-11R-A10U-07	0	0.016417388	0.008932599	0.049290592	0.076258379	0	0.020638081	0.014609801	0	0.015237076	0	0.270979752	0	0.019146171	0.413232368	0.047045427	0	0.048212366	0	0	0
TCGA-E9-A1NH-01A-11R-A14D-07	0.066087928	0	0.007468123	0.103673405	0.147425721	0	0.03990699	0.021473503	0	0	0.009118498	0.010858746	0.262350318	0.066375741	0.123427217	0.069940871	0	0.07189294	0	0	0
TCGA-D8-A3Z6-01A-11R-A239-07	0.174959513	0	0.021788351	0.100630072	0.132121977	0	0.005689828	0.034296755	0	0	0	0.01449126	0.187887871	0.090799639	0.137196942	0.00604225	0	0.094095543	0	0	0
TCGA-B6-A0RV-01A-11R-A084-07	0.126991527	0	0.052352026	0.026318434	0.254505287	0.012399725	0.038704586	0.036993575	0	0.021551724	0.007795414	0	0.156923895	0.110108195	0.111922923	0.006958887	0	0.035857199	0	0	0.000616603
TCGA-A2-A0T1-01A-21R-A084-07	0.046272135	0	0	0.178475641	0.110566715	0.020914044	0.056227795	0.054490294	0.013530782	0	0	0	0.210849373	0.10795139	0.167283115	0.006686689	0	0.026752028	0	0	0
TCGA-A8-A09G-01A-21R-A00Z-07	0.066770083	0	0.001587808	0.145267778	0.304646966	0.038767824	0.037727004	0.008508711	0	0	0.016076325	0.011228893	0	0.132638956	0.176711072	0.009216827	0	0.050851753	0	0	0
TCGA-OL-A5RU-01A-11R-A28M-07	0.125844284	0	0.073682871	0.218661436	0.142401671	0	0.041107282	0.063691448	0	0	0.014261402	0.002493686	0.103041002	0.050783522	0.045575727	0.057711668	0	0.05909181	0	0	0.001652193
TCGA-E2-A1B0-01A-11R-A12P-07	0.060353967	0	0.009096969	0.106768152	0.167645176	0.027974995	0.053872412	0.008010431	0.003465963	0.02326623	0	0	0.302953464	0.077484503	0.107830326	0	0.027733785	0.023543627	0	0	0
TCGA-B6-A401-01A-11R-A239-07	0.103035988	0	0	0.102847092	0.15994144	0	0.068945903	0.046528672	0	0	0.030846739	0	0.306081868	0.045144865	0.064617331	0	0	0.072010101	0	0	0
TCGA-E2-A154-01A-11R-A115-07	0	0.022453055	0.001567596	0	0.168806908	0	0.005690923	0.041230906	0	0.053600495	0.008848371	0.025356526	0.261269437	0.010037159	0.307302342	0	3.92E-05	0.093797123	0	0	0
TCGA-AO-A0JI-01A-21R-A056-07	0.054952655	0	0.027730059	0.08288264	0.127978527	0	0.019599536	0	0.007115877	0	0.041765144	0	0.007129153	0.061404733	0.032831261	0.009951501	0	0.526658913	0	0	0
TCGA-BH-A0HA-01A-11R-A12P-07	0.058023712	0	0.013725702	0.025494032	0.273816943	0	0.038572449	0.032600954	0.027388714	0	0.037290281	0	0.04208768	0.178820853	0.082345278	0.036214408	0	0.152336621	0	0	0.001282371
TCGA-E2-A1IU-01A-11R-A14D-07	0.073097117	0.01267527	0.024692963	0.119997691	0.198255329	0	0.071831342	0.022251258	0.004742473	0	0.011531751	0.021838786	0.064341617	0.113045979	0.136542423	0.013429411	0	0.108492797	0	0	0.003233794
TCGA-BH-A18T-01A-11R-A12D-07	0.13773796	0	0.022130825	0.116599504	0.126834084	0.020625536	0.058198323	0.021451416	0	0	0.009117153	0	0.244599599	0.089801215	0.132925962	0	0	0.019468764	0	0	0.000509658
TCGA-BH-A203-01A-12R-A169-07	0.020273507	0	0.030948632	0.117666553	0.192808702	0.056033881	0.082486893	0.026660571	0.001394695	0	0	0.010219132	0.149257933	0.104944201	0.161844171	0.018470759	0.005240255	0.021750116	0	0	0
TCGA-AR-A2LO-01A-31R-A18M-07	0.110387675	0	0.02524924	0.178644202	0.195490313	0.00240013	0.071556099	0.048070543	0	0	0.011375245	0.004675507	0.04015511	0.111906043	0.102770707	0.044128335	0	0.044322847	0	0	0.008868004
TCGA-E2-A15K-06A-11R-A12P-07	0.227111177	0	0.091307499	0.04339393	0.090991495	0	0.011466943	0.004398533	0	0	0.023729995	0.09210753	0	0	0.162759364	0.119126	0.009061983	0.101526734	0.023018817	0	0
TCGA-BH-A201-01A-11R-A14M-07	0.075713527	0	0.019422031	0.038291225	0.049866079	0.004105708	0.055559103	0	0	0.007939076	0	0	0.578177922	0.041629087	0.079326451	0	0	0.049969792	0	0	0
TCGA-C8-A8HQ-01A-11R-A36F-07	0.054436885	0	9.61E-05	0.162955161	0.136036554	0.005354573	0.086756213	0.022639601	0	0	0	0.00355612	0.267414009	0.138723725	0.110388917	0.009177226	0	0.002464901	0	0	0
TCGA-B6-A0RL-01A-11R-A084-07	0	0.02904602	0.008234743	0.063058071	0.022830101	0	0.098999211	0.025113117	0	0	0.046718264	0	0.373076351	0.002534398	0.244756153	0	0.050502546	0.031652751	0	0.003478273	0
TCGA-A2-A0SU-01A-11R-A084-07	0.056073181	0	0.001815759	0.095320211	0.204810388	0.011120101	0.021988555	0.037682559	0.008680539	0	0.012170127	0.003638793	0.154576921	0.072443638	0.079332524	0.128136747	0	0.112209958	0	0	0
TCGA-AO-A1KR-01A-12R-A144-07	0.015164077	0	0.01008758	0.298814593	0.085095356	0.092930854	0.094294712	0.021301392	0	0	0.075605253	0	0.040622558	0.139596426	0.06343011	0.004051326	0.00698686	0.052018903	0	0	0
TCGA-GM-A3XG-01A-31R-A24H-07	0.112071026	0	0.066284219	0.05193885	0.04971446	0	0.053222027	0.010344436	0.008458671	0	0	0	0.40279	0.043182723	0.169402439	0	0	0.032591151	0	0	0
TCGA-E9-A1R6-01A-11R-A14D-07	0.001303633	0.009137997	0.001230206	0.05883472	0.075403384	0	0.039055746	0.051995275	0	0.004868082	0.020984832	0.018518009	0.375137394	0.018590477	0.213666056	0.000557175	0	0.110717014	0	0	0
TCGA-3C-AALI-01A-11R-A41B-07	0.049295728	0	0.004057098	0.202336657	0.198584117	0.035880182	0.04886556	0.063118925	0	0	0.011202526	0	0.179081393	0.103649727	0.056756744	0	0.01419462	0.032976723	0	0	0
TCGA-BH-A0B6-01A-11R-A19W-07	0.059288202	0.010364737	0.035462236	0.23694505	0.092381744	0.034910865	0.066381373	0.076105204	0	0	0.025548907	0.002451581	0.101807155	0.099989129	0.067395813	0.021893621	0	0.069074385	0	0	0
TCGA-AR-A24W-01A-11R-A169-07	0.133158234	0	0.079837022	0.061810907	0.228938282	0	0.02879082	0	0.004079785	0	0	0	0	0	0.132073674	0.048873633	0.064232217	0.208078268	0.006831862	0	0.003295295
TCGA-AC-A7VB-01A-11R-A352-07	0.105058064	0	0.055166198	0.111801551	0.000276209	0	0.018887169	0.050389139	0	0	0.030431072	0.006844338	0.285774836	0.054910215	0.20688525	0	0	0.073575959	0	0	0
TCGA-AR-A2LE-01A-11R-A180-07	0.063067395	0	0.006327331	0.106518388	0.267535454	0.018828652	0.005487836	0.003281198	0	0.005382454	0	0	0.086362765	0.097536338	0.192263169	0.092152911	0	0.055256108	0	0	0
TCGA-AN-A041-01A-11R-A034-07	0.043634455	0	0.052356981	0.011603846	0.19545164	0	0.028573187	0.031301734	0	0	0.023173788	0.006729221	0.274269366	0.061109206	0.177625333	0.005339107	0	0.088832137	0	0	0
TCGA-D8-A27R-01A-11R-A16F-07	0.045062051	0	0.020903348	0.159400639	0.181139049	0.022178876	0.030707697	0.021661028	0.023957112	0	0	0.026236762	0.024064545	0.085461461	0.221611653	0.068699979	0	0.068915801	0	0	0
TCGA-AR-A1AS-01A-11R-A12P-07	0	0.01714	0	0.022139656	0.061450184	0	0.004405932	0.005575834	0	0.049281003	0	0	0.468486728	0	0.316748753	0	0.001160551	0.053404793	0	0	0.000206564
TCGA-A7-A4SA-01A-11R-A266-07	0.06642989	0	0.006716622	0.208132162	0.340315547	0.015982993	0.010063277	0.03841147	0.005091741	0	0	0.030306858	0.004570933	0.115410089	0.089371012	0.028770847	0.00531299	0.035113569	0	0	0
TCGA-E9-A247-01A-11R-A169-07	0.096012496	0	0.021455522	0.063393782	0.146257223	0	0.052447755	0.035068137	0	0	0.007472217	0	0.213346651	0.101551542	0.167126234	0.002684386	0	0.093184053	0	0	0
TCGA-EW-A6SB-01A-12R-A32P-07	0.002339001	0.036720819	0.139193209	0.12894792	0.15700509	0.041553918	0.117176062	0.071407513	0	0	0.038107648	0	0.104283304	0.067048834	0.046432999	0.046487222	0	0.003296461	0	0	0
TCGA-AR-A1AO-01A-11R-A12P-07	0.02201286	0	0	0.070740953	0.078859	0.003678431	0.027566458	0.014766171	0.002054388	0	0	0	0.590432136	0.050237444	0.098917523	0.003090373	0	0.037644261	0	0	0
TCGA-AN-A049-01A-21R-A00Z-07	0.071682721	0	0.005020299	0.083656858	0.207354134	0	0.040803539	0.02941775	0	0	0	0	0.214003205	0.11659542	0.134290386	0.037353111	0	0.059822578	0	0	0
TCGA-E9-A244-01A-11R-A169-07	0.036564609	0	0.014109151	0.122473329	0.229632943	0.030413555	0.040545351	0.008935879	0	0.024718268	0	0	0.271791227	0.102725855	0.112341401	0	0.005748432	0	0	0	0
TCGA-C8-A12M-01A-11R-A115-07	0.059083944	0	0.061246415	0.176727486	0.167558373	0.017565596	0.065643113	0.043187118	0.03642165	0	0.013675277	0	0.065385515	0.041159956	0.118103078	0	0	0.128920726	0	0	0.005321754
TCGA-E9-A227-01A-11R-A157-07	0.07664593	0	0.006289897	0.175368299	0.203454067	0.067694439	0	0	0.019705972	0	0	0.01304359	0.006042394	0.059906192	0.173527232	0.136922394	0.009481927	0.051917667	0	0	0
TCGA-GM-A5PV-01A-11R-A28M-07	0.006728288	0	0.005256937	0.08121381	0.286591088	0	0.040800888	0.003576934	0	0	0.017318591	0.011494494	0.129267544	0.134390562	0.133225774	0.035089757	0	0.105451739	0	0.009593595	0
TCGA-AR-A1AN-01A-11R-A12P-07	0.055024227	0	0.002161475	0.033940334	0.092295987	0	0.020823773	0.006978658	0.01760981	0	0.022717261	0	0.400684569	0.046656315	0.088322795	0.127343551	0	0.085441245	0	0	0
TCGA-C8-A12T-01A-11R-A115-07	0.007525185	0	0.003783911	0.124400587	0.145304015	0.00430463	0.048588675	0.024848766	0	0	0.022230775	0.095664268	0.085167024	0.055184132	0.168901124	0.020792406	0.070962602	0.122341902	0	0	0
TCGA-AC-A8OS-01A-12R-A41B-07	0.075213862	0	0	0.164656307	0.21535909	0	0.065746803	0.01315559	0	0	0.016071218	0.011503568	0.023151873	0.081413599	0.136753011	0.034800567	0	0.162174513	0	0	0
TCGA-BH-A0H9-01A-11R-A056-07	0.070723734	0	0	0.089805094	0.21281595	0.004421264	0.042831219	0.005589838	0	0	0.012499028	0	0.23710628	0.062955408	0.18942508	0.010422256	0	0.060682	0	0	0.000722849
TCGA-BH-A0E2-01A-11R-A056-07	0.035620342	0	0.035675997	0.229783585	0.075046687	0.003483215	0.057829006	0.033297927	0	0	0.021870916	0	0.274085257	0.081320143	0.059312335	0	0	0.085690836	0.006983754	0	0
TCGA-A8-A090-01A-11R-A00Z-07	0.029061281	0	0.00132359	0.050960758	0.044944907	0.028244039	0.006917617	0.034338859	0	0	0	0	0.416640684	0.064444832	0.224533206	0	0	0.093672379	0	0	0.004917848
TCGA-AC-A2FO-01A-11R-A180-07	0.115772711	0	0.06309356	0.114948517	0.38206472	0.036813952	0	0	0.000372163	0	0	0.007662265	0.001675991	0.070300988	0.116541476	0.050914873	0	0.039838785	0	0	0
TCGA-A8-A0A9-01A-11R-A00Z-07	0	0	0	0.148345632	0.114768534	0	0.033944384	0.033589347	0	0	0	0	0.357166415	0.105005243	0.123983204	0.007642182	0	0.074867583	0	0	0.000687475
TCGA-E2-A15A-01A-11R-A12D-07	0.058993975	0	0.015499078	0.233437542	0.143879039	0.020127185	0.059434744	0.011412642	0	0	0.002539793	0.00902752	0.125953928	0.106397815	0.129591564	0.006246978	0	0.075187184	0	0.002271015	0
TCGA-A2-A0ER-01A-21R-A034-07	0.054486379	0	0.040204913	0.050486841	0.285185658	0	0.028663967	0.004340841	0	0.001087222	0.003536465	0.009657979	0.04553571	0.053922422	0.174628932	0.01096546	0.016360817	0.211655496	0	0	0.009280897
